93.0,10.0,0,False,dead,0,-1,-1
91.0,10.3,0,False,dead,0,-1,-1
89.0,10.0,0,False,dead,0,-1,-1
87.0,10.0,0,False,dead,0,-1,-1
85.0,10.0,0,False,dead,0,-1,-1
83.0,10.0,0,False,dead,0,-1,-1
80.0,15.0,0,False,dead,0,-1,-1
90.0,15.0,0,False,dead,0,-1,-1
91.88102869267746,9.273340677161059,100,True,idle,0,93.0,10.0
92.03975962502071,10.522698536795223,55,True,idle,0,93.0,10.0
84.9414829622038,9.51598476626662,35,True,idle,0,93.0,10.0
84.92212837825467,10.545173597694854,35,True,idle,0,93.0,10.0
85.52275852600137,11.383597308914709,35,True,idle,0,93.0,10.0
85.33075828938838,12.45820439608783,35,True,idle,0,93.0,10.0
84.58579273043878,11.754617735556568,35,True,idle,0,90.0,15.0
84.66904127990145,13.20832285082742,35,True,idle,0,90.0,15.0
